ID,Emotion,Text
399172782,angry,Дүниежүзі бойынша күніге қауіпті инфекцияның 80 мыңнан аса жаңа оқиғалары тіркелуде.
399172782,angry,"Қалтасынан әмиянын алып, аузын аша бастады... «Сағат иесі осы бала болар–ау деп топшыладым өзімше."
399172782,angry,"Қыз: «5 күшік, 10 ит, 20 бөрі, 30 арыстан, 40 қабылан, 50 өгіз, 60 арқан, 70 тұсау, 80 шідер, 90 торғай, 100 жұмыртқа», – депті."
399172782,angry,"Оспан аңырып таңданып, Абайдың қасына кеп: – Бұлар кім?"
399172782,angry,"Тегі, ол жарылып кеткен менің құлағым–ау деймін... Аң–таң, аспанға қарадым."
399172782,angry,"Әкем мал дәрігері болғандықтан, үйде көп бола бермейтін."
399172782,angry,"Енді Локслидың жебірейден өзі үшін де, хазірет үшін де күн төлейтіндігіңе кепіл боларлық бір міндеттеме алуы қалып еді."
399172782,angry,Джейкобсен әлі Британияның колониясы болып тұрған Гонконгта дүниеге келеді.
399172782,angry,Су сорғыш станциясының шебері Юрий Крысанов су бірнеше сүзгіден өтіп тазартылатындығын айтады.
399172782,angry,"Шын жүрекпен жақсы көретін адамдарынның жанында болып, бақытты сәттерді бірге өткізгенге нн жетсін!"
399172782,angry,"Тіпті кей жерлерде тереңдік бір жарым метрге таяздап, балықтар мен су көліктерінің жүрісіне кері әсер ете бастаған."
399172782,angry,"Өзеннен өте алмайтын болған соң, маймыл мұңайып, қасірет шегеді."
399172782,angry,"Кеше Сара екеуміз оңаша отырғанда, үйге басын сұға түсіп, бізді көрді де, шығып кетті."
399172782,angry,Апам жазған хатты – екі ауыз сөзді Тұрапбай аға көкеме қолма–қол беріпті.
399172782,angry,Кенесары осы қорқытуды өзінің ел билеудегі бір ыңғайлы құралына айналдырған.
399172782,angry,"«Қашаннан бері тіркеуден шығарылдық?», деген тұрғындардың сұрағына өкілетті орган жауап бере алмады."
399172782,angry,Ертеңгісінде ит иесі манағы ағай мені мектеп директорына шақыртты.
399172782,angry,31 жастағы Олеся Суспицина құрбысымен бірге саябаққа серуендеуге шыққан.
399172782,angry,Жасырын аттарды айтып болғаннан кейін бастықтар өз орнына келіп отырады.
399172782,angry,"Сол жерде қазақ телевизиясының майталманы, белгілі продюсер Серік Абас–шахпен терең танысудың, ел мен жер, қоғам туралы пікірлесудің сәті түсті."
399172782,angry,Ол басқарған мемлекет Батыс Ляо патшалығы деп аталады.
399172782,angry,"Айта кетерлігі, 27 сәуірде болған жойқын дауыл Түркіменстанның бірнеше аймағындағы үйлерді қиратып кеткен."
399172782,angry,"Жақындаса, обаның басында жалпиған бір адам отыр."
399172782,angry,Сіздің ұсынысыңыз маған ұнады.
399172782,angry,"Кливерді, стакселді, көлбеу гротты рейге шықпай–ақ палубада тұрып оп–оңай көтеріп немесе түсіріп қоюға мүмкіндік бар."
399172782,angry,Алаш орда әскеріне елден адам жинау комиссиясының құрамында жұмыс істейді.
399172782,angry,"Әзілдескен сәтте бойымыздағы жағымсыз ойлардан арылып, бір мезетке болсын бақытты сезінеміз."
399172782,angry,"Қоян бір бұтаның түбінде жалғыз шоқиып отырып қалады, ал маса Аюдың артынан ызыңдап ұша жөнеледі.""."
399172782,angry,"Ал еліміздегі ""Ел Арна"" телеарнасынан көрсетілген 4 жігіттіңоқиғасы қысқа уақытта–ақ жоғары рейтинг жинап, Қазақстанда әйгілі болды."
399172782,angry,"Егер бұл партия жеңсе, президент Дональд Трампқа жоспарлары мен бастамаларын Конгресстен өткізу оңай болмайды."
399172782,angry,"Басқа жолаушыларды одан сақ болуға шақырып, ыммен білдіреді."
399172782,angry,"Қырық үш жастағы әйел де Казақстан Республикасының әкімшілік құқық бұзушылық туралы кодекстің төрт жүз жетпіс сегізінші бабы бойынша әкімшілік жауапқа тартылды"", – деп толықтырды ведомстводан."
399172782,angry,"Мен болсам серкені түсіріп алмайын деп үстінен қос қолдап басып, ердің алдыңғы қасына етпеттеп жатып алдым."
399172782,angry,Түрді қорғау үшін түр популяцияларын таралу аймақ аралық жерсіндіру жүргізу керек.
399172782,angry,"""1 700 түп алма ағашы бар, екі мың терек пен вагон–үйі және МТЗ–80 тракторы бар."
399172782,angry,Жел оны алып қарағайлардың ортасына апарып тастады.
399172782,angry,"Бүгін онда әншілер, елге танымал спортшылар, театр қызметкерлері қатысты."
399172782,angry,"Мамандардың айтуынша, күнбе-күн тұрғындар тарапынан отыздан астам шағым түседі екен."
399172782,angry,Әрқашан осындай сүйкімді де әдемі болыңыздар!
399172782,angry,Лепірбай секілді олар да желігіп тұрған бірдеңелер.
399172782,angry,"Алайда, содан бері іргелес жатқан көпқабатты тұрғын үйге жылу дұрыс берілмей келеді."
399172782,angry,Одақ ішінде құрастырылған көліктерге бес елдің аумағында жүруіне еш кедергі жоқ.
399172782,angry,Мағрипаның қасында отырған Дәрмен бір ауық:– Күй жақсы ма?– деп сұраған еді.
399172782,angry,"Партия мүшелері шенеунік емес, халықтың адамы екенін жадынан шығармауы тиіс."
399172782,angry,"Шын жүрекпен жақсы көретін адамдарынның жанында болып, бақытты сәттерді бірге өткізгенге нн жетсін!"
399172782,angry,Мәкеннің өзі де өлеңнің кейбір жолдарын ішінен қайта оқып отыр еді.
399172782,angry,"Боранбай Асылбек Райханұлы, Қазақстанның еңбек сіңірген қайраткері, Қазақстан Жастар Одағы сыйлығының лауреаты – КЕРІМДІ ойнайды."
399172782,angry,"Ол да өскен кезінде, сол ағайындарының балаларына солайша мейірбандық танытары анық."
399172782,angry,"Белгісіз... “Құлан құдыққа құласа, құлағында құрбақа ойнайды” деген сөз бар."
399172782,angry,"Қандай ауыр жұмыстан шығып келсе де қабақ шытып, ұнжырғасы түскен емес."
399172782,angry,"Әлбетте, көптеген спорт басылымдары мұндай бәйгені өздеріне оқырман жинау үшін жүргізеді."
399172782,angry,"Себебі, көптеген кемпірлер, енесінің қатарластары, көрші әжелердің барлығы балаларына осы қызды алуды әу бастан–ақ айтып жүр екен."
399172782,angry,"Сондай–ақ, жұлдыздарды тарту арқылы электрондық форматта атқарылатын жұмыстарды насихаттау."
399172782,angry,Ал қазақстандағы орыс тілді контенттер мен орыстардың жұмысына ауызыңның суы құрып қарайсың.
399172782,angry,"Нақ осындай мерзімде несиені жаңа құнды қағаздармен, акциялармен, басқа да қаржы құралдарымен сатып алуға да тыйым салынды."
399172782,angry,"Өйткені, фильмнен құбыжықты немесе әруақты корген кездегі шошыған сезім көңілімді көтереді."
399172782,angry,Бұл қылығы үшін шіркеу кафедрасынан пастор Маде оған айтпағанды айтты.
399172782,angry,"Аида Балаева, ҚР Президенті әкімшілігі Ішкі саясат бөлімінің меңгерушісі:– Әр елдің болмысын, жан дүниесін білу үшін әдебиеттің рөлі маңызды."
399172782,angry,Ал қазақстандағы орыс тілді контенттер мен орыстардың жұмысына ауызыңның суы құрып қарайсың.
399172782,angry,Қазақстанның батысында мұнайлы өлкесі — Атырау облысы орналасқан.
399172782,angry,Олар фермаларда жұмыс істейтін адамдарға төлейтін ақша жоқ екенін ашып айтты.
399172782,angry,2013 ж.”Мейкин Азия” бірінші халық аралық фестивалінің жеңімпазы.
399172782,angry,Қазақстанның тәуелсіз тарихындағы екінші Президент Қасым-Жомарт Тоқаевты ұлықтау рәсіміне.
399172782,angry,Бұл әуежайда бір нәрсе сатып алуға бола ма?
399172782,angry,"Сіздердің конференцияңызға зор табыс тілеймін, бауырлар!"
399172782,angry,"Сіз екеуіміздің айырмашылығымыз тура осы жерде: сіздің жаныңыз да, тәніңіз де ештемеден қорықпайды."
399172782,angry,"Сондай–ақ, қазақстандық ғалымдар мен зерттеушілердің ғылыми ізденістеріне ақпараттық қолдау көрсету."
399172782,angry,– Сонда сіз ішпегендігіңізден өсіп отырсыз ба?– деп Сағынған оған тік қарады.
399172782,angry,"Өтірік айтпайтын ат бағушы құл ақыры мұратына жетіп, уәзір болып өмір өткізіпті.""."
399172782,angry,"Ресми сылтауға сәйкес, әлемді шарпыған дағдарыстың салдарынан бюджет қаржысын үнемдеуге тура келді."
399172782,angry,"Әңгіме арқауы – шағалалар, балықтар, жыл құстары, басқа жерде кездеспейтін аңдар сақталған аралдар."
399172782,angry,"Қатар қоныстануға мәжбүр болған қазақ, орыс кедейлері өмірдің ауырлығын да, азабын да бірге тарта бастады."
399172782,angry,Шоқан патша әкімшілігінің Қазақстан туралы саясатына әр уақытта күдікпен қараған.
399172782,angry,"Тамақтары дәмді, бағалары қолжетімді, интерьері қазақы нақышта жасалған."
399172782,angry,"Үкімет басшыларымен таласып–тармасып жүріп, жырып алған аз қаржыны Ферғанаға берсең, Сыр бойы ыңырсып тұр."
399172782,angry,"Содан кейін бірте–бірте құрыс–тырысым жазылып, келесі демалысқа дейін денемнің ауырғанын мүлде ұмытып кетемін."
399172782,angry,Қанатқақты жоба жайында осы өңірдегі тілшіміз Сәбит Әлдебайдың репортажында.
399172782,angry,"Мысалы, егер сіз сәуірде сақтандырыламын деп шешсеңіз, онда қаңтар, ақпан және наурыз айларында дербес төлеуші ретінде төлем жүргізу керек болады."
399172782,angry,"Талай ыстық, суықты да, азаматтық сын асуларды да бірге асыпты."
399172782,angry,"Кіші жүз қазақтарының көтерілуіне патша өкіметінің қазақтарды ""ішкі жаққа"", Жайық сыртына өткізбей, оған тыйым салуы басты себептердің бірі болды."
399172782,angry,Видеодағы кадрларАлматы қаласы төтенше жағдайлар департаменті Жетісу ауданындағы Ратушный көшесінде газ тасымалдаушы көлік өртеніп кеткенін хабарлады.
399172782,angry,"Керімбала мен жеңгесі Қапаны мынау көрші ауылдың бір бойжеткені бастаңғыға шақырып, алтыбақан құрған екен."
399172782,angry,"Үлкен ұлы асыл тас салған жүзігінің көзін көрсетіп:– Міне, менің байлығым."
399172782,angry,Біздің тарихшылар болашақта бұл жұмысты ресейлік мамандармен бірлесе атқаруды көздейді.
399172782,angry,"Сыртындағы бояуы ақтаңдақтанып барып, сұп–сұр боп кетті, бірақ қайғыдан ба, әлде ұзақ сапарда оңып кетті ме, о жағын тағы білмейді."
399172782,angry,"«Әлгі қараң еткен нәрсе ас ішінен алынды ма, жоқ па?» – деген күмән Әнуар ананың көңілінен кетпейді."
399172782,angry,Жыл сайын Президенттің қатысуымен өтетін шарада «Ұлы дала елі» брендінің иегерлері де марапатталады.
399172782,angry,"Естеріңізге сала кетейік, Көкшетауда көпқабатты үйлердің бірінен егде жастағы әйелі мен күйеуінің жансыз денесі табылғаны туралы жазған едік."
399172782,angry,"Ала көлеңкелеу бөлмеде екеуі де біраз үнсіз, тым–тырыс отырып қалды."
399172782,angry,"– Мына қу тіршілікте не болып жатқанын білу үшін, Майлытөбе жаққа жіберіп ем."
399172782,angry,Маған: «Маған көріспейсің бе» деп қалжыңдады.
399172782,angry,Жауапкершлігі шектеулі серіктестікпен арасында келісімшарттарды тәркіледі.
399172782,angry,"Осындай жұртты басқарар креслода отырсам, талай Жұлдыздар табылады деп ойлайды тағы ол."
399172782,angry,"Қасым-Жомарт Тоқаев медицина қызметкерлеріне табыс тілей отырып, әлемде мұндай орталықтар санаулы екенін айтты."
399172782,angry,Ол бизнес өкілдеріне мемлекет тарапынан жан–жақты қолдау көрсетілетінін және бірлескен жобаларды жүзеге асыру үшін қажетті жағдай жасалатынын айтты.
399172782,angry,Риторика мен стилистикада троп түрлері ежелден қарастырылып келеді.
399172782,angry,Морфологиялық жағынан ол шошқа және адам аскаридаларына үқсайды.
399172782,angry,"Толық ынтымақты зейнетақыны алу үшін мынадай еңбек өтілі болу керек: ерлер үшін – 25 жылдан кем емес, әйелдер үшін – 20 жылдан кем емес."
399172782,angry,Мені кешкі ас ішетін кезде оятып жібермес пе екенсіз?
399172782,angry,"Бұл көз – бұғағы салбыраған, бет әлпеті шарадай, жуан сары қыздың көзі."
399172782,angry,Ол енді Абай үшін еңбек етуге кіріскен–ді.
399172782,angry,Соның сертификат берген екі жүз жиырма бес адамның қазір жетпіс бесі уже несие алды.
399172782,angry,Либреттоны композитордың өзі Садко гусляры туралы орыстың батырлар жыры негізінде жазған екен.
399172782,angry,Бұл сарбаздар Біріккен Ұлттар Ұйымы құрамында сәуір айына дейін қызмет атқарады.
399172782,angry,"– Ақылжан ат ағашқа байлаулы тұрған шұбар аттың шылбырын шешті де, үстіне Кеңесжанды отырғызды."
399172782,angry,"Үйге бес жігіт кірсе, далада аттарын ұстап тұрған тағы екі жігіт бар екен."
399172782,angry,"Шалдың бапкерлігі ме, әлде туа біткен қасиет пе, кім білсін?"
399172782,angry,"Қазіргі медицинада «анималтерапияның» бар екені, бұл саланың жылдан–жылға дамып келе жатқаны мысықтың емдік қасиетіне басты дәлелдердің бірі."
399172782,angry,Жетпіс екі инфрақұрылымдық жоба бойынша бес мыңнан астам адам жұмыспен қамтылатын болады.
399172782,angry,"– Тақсыр, әкем жаңа ғана босанып, қол–аяғын бауырына алып еді."
399172782,angry,«Тау боп үйілген тауықтың саңғырығы – қоршаған ортаға қауіп» дейді шағымданған халық.
399172782,angry,Бұл күйзелістің кесірі екенін айтадыпсихолог мамандар.
399172782,angry,Біз шаптырманың жанында кездесуге келістік.
399172782,angry,"Бірақ кейін барлығын тексеріп, сол журнал туралы біліп , анықтадық."
399172782,angry,Күлмесханның ұлы ержеткен соң Әзімханның баласы Аязханмен бірге қалыңдық іздейді.
399172782,angry,"Маңайдағы малды, дәулетті адамдар айлап жатып, қанша ақшаға сатып ала алмаған ғой сол бұдан құлындарды."
399172782,angry,Ол Антарктидадағы ең биік шыңдардың қатарынан орын алатын Эсуорс тауларындағы Сентинель тізбегінде орналасқан.
399172782,angry,"Кейін, бір жылдан соң кіршіксіз сезімдерінің куәсіндей тұңғыштары Данияр дүниеге келді."
399172782,angry,"Менімен жұмыс істегісі келген адамды қалай жаттықтырмайсың, сондықтан, семинарлар мен шеберлік сағаттарын жүргіздім."
399172782,angry,"""Сауда миссиясы барысында белоруссиялық нарықта қазақстандық өнімдердің үлесін арттыру мәселесі талқыланады деп үміттенеміз"", – деді Бейсенбаев."
399172782,angry,Алматы қаласы бейнеленген магнитті жапсырмалар бар ма?
399172782,angry,"– Бұның бәрін жаңа ана макетте түсіндірдің ғой, – деді Еркебұланның сөзін бөліп Жақан."
399172782,angry,"Жанкүйерлер тәжірибелі шаңғышы Алексей Полтаранин, шорт–трекші Абзал Әжіғалиевтерге үміт артқан еді."
399172782,angry,"Қазіргі күнгі Ресей мен АҚШ–тың текетіресі, Қытай мен Америка арасындағы сауда шиеленісі, Сириядағы күрделі жағдайлар Қазақстанды айналып өтпесі анық."
399172782,angry,Оның ұялы телефонды құлағына жабыстырып алған сәтінен видео әлеуметтік желіде тарап кеткен болатын.
399172782,angry,Чашниктер вагенбургті бұзып өткеннен кейін бұл жылжымалы бекініс шығаберісі жоқ қапанға айналды.
399172782,angry,"Мәлік патша: «Қайтсе де бір сұлу тауып келген екен» деп, қасына отырғызып: – Е, асығыс келдіңіз ғой!– депті."
399172782,angry,Сол жолдың үстінде осы сөздерді қайталап қақсадым да отырдым.
399172782,angry,"Сахнада Аиша болып жүрдім, бұл есім өзіме қатты ұнайтын."
399172782,angry,"Жаңағыдай сыбызғылар жасап алып, Дерсу екеуіміз орманға тарттық."
399172782,angry,"Тап–таза бәрі бидайдың ұнынан жасалған, буы бұрқыраған арайлы да ажарлы кәдімгі нан!"
399172782,angry,"Ал қалалық білім бөлімі өкілі: «Рейдтік шараға ешкімді күштеп шығарған емеспіз»,– дейді."
399172782,angry,"Жүздеген америкалықтар Кентукки, Мэриленд, Мичиган, Огайо, Техас және Висконсин штаттарында митингке шықты."
399172782,angry,"Үй–орманын, жиған–тергенін жапан дүзде қалдыратын сәт туғанда қатындар жағынан ши шыға бастады."
399172782,angry,"Шылым шегіп отырған Амелия әдетінше езу тартып күлген жоқ, тек ақырын ғана:– Жақсы, – дей салды."
399172782,angry,"Ол Темірбекке қарап еді, күннің алтын сәулесі себілген беті сау, еркін көзіндей нұрланып кетті."
399172782,angry,Құдайға құлшылық ету діни әдебиеттерді оқұға және дұға оқу кезінде халық әндері әуеніндегі гимндерді айтуға саяды.
399172782,angry,"Фристайлшы қызымыз могулдан ақтық сынға жолдама ала алмағанымен, оның өнері көрермендерге ұнағаны сөзсіз."
399172782,angry,Әлеуметтің есіне саламыз: ұрысты екеуінің бірі жеңбей тоқтатпаймыз.
399172782,angry,Патша мен патшайым осылай күндері өте берді.
399172782,angry,Бүкіл дүние жүзілік бейбітшілік Ассамблеясы дүние жүзі жұртшылығын вьетнам хылқының күресін қолдауға шақырды және АҚШ үкіметінен Вьетнамдағы агрессиялық соғысты тоқтатуды талап етті.
399172782,angry,Жетіден жиырма бес минут кетті.
399172782,angry,"Әрине, ол осы қалада мектеп бітіріп, ғылымдағы, өмірдегі жолын тура осы жерден бастаған Өмірбек аға болатын."
399172782,angry,"«Қырық күн қырғын болса да, ажалды өледі» деген нақыл осындай тәжірибеден туған ғой."
399172782,angry,"Бірақ, не үшін шәліні көрші тәтеге сыйламақ болғанын түсінер емес."
399172782,angry,Екінші орында Қызылорда облысы келе жатыр.
399172782,angry,Білім беру мекемелері де қашықтықтан оқытуды бастап кетті.
399172782,angry,"Сондай ер, жырындылығы үшін мұны Қозыбақ аулы көбінше жортуыл – барымташының басы өтіп жіберетін."
399172782,angry,Кеше мемлекет басшысы Қасым–Жомарт Тоқаев тиісті жарлыққа қол қойды.
399172782,angry,"Себебі, Жарқын Жақияұлының еңбектері бүгінде ұлт игілігіне айналды."
399172782,angry,"Нақты ұсыныстар дайындап, оны Президенттің Әкімшілігіне, басқа мемлекеттік органдарға береді деп жоспарлап отырмыз."
399172782,angry,Освенцимдегі пештер Америкадан әкелінген газ камералары болуы да мүмкін делінеді.
399172782,angry,− Ары қарай айтсаңшы!– деп біз әр бүйірден қыңқылдай бастаймыз.
399172782,angry,Осы қорада үш қысыр бие сауғызып отырған.
399172782,angry,"Неге десеңіз, штрафын төлейді."
399172782,angry,Бұл сапарында үлкен ұлы Мубарак ат–Таразимен бірге келген болатын.
399172782,angry,"Еске сала кетсек, осыған дейін Нұр–Сұлтан қаласы әуежайының үш әріптік коды өзгергенін жазған болатынбыз."
399172782,angry,"Оның 858–і қауіпті дерттен айығып, ауруханадан шықты."
399172782,angry,Мұндағы оқушылар неткен көргенсіз: екі бала сөйлескенде: іспектакіл бола ма?
399172782,angry,Қортық шеге бұған нанған жоқ.
399172782,angry,"Ол малдың қоршауында түрғанмен, бір жалғыз ку томар емес пе?"
399172782,angry,Сонымен бірге Галилей идеялары Ньютон механикасының негізі болатын іргетас іспеттес.
399172782,angry,"Тарт ендеше, сал ұранды, Алдағы қосынға жетуге, Қалың көшті жүргіз!"
399172782,angry,Бұл орман құсы Қазақстанда тек қана солтүстік облыстардың орманды дала өңірлерінде Алтайда және Ертіс маңында ұялайды.
399172782,angry,"Ойпырмай, мидай далада да мына тексіз әуеннен құтыла алмайтын болдық."
399172782,angry,Осы пікір Қожа Ахмет Яссауи бабамыздың хикметтерінде уағыз етіледі.
399172782,angry,Бүгін «Алаш айнасы» арқылы оның мәнін түсіндіріп көрейін.
399172782,angry,"Ол парламеттің жоғарғы палатасына 2019 жылдың 20–наурызынан бастап, 2020 жылдың 2–мамырына дейін төрағалық етті."
399172782,angry,Қол машинамен тоқылған бұйым бізбен немесе ілмекпен тоқылған бұйымдарға қарағанда анағұрлым тегіс әрі әдемі болады.
399172782,angry,"– Сабыр етіңіз, сабыр етіңіз, – дейді қасқыр."
399172782,angry,"Бірақ өкінішке орай, бұған селт етер тиісті органдар табылмай отыр."
399172782,angry,Кавендиш лабораториясы директорының орынбасары болды.
399172782,angry,"Есімді жиып, басымды көтеріп едім, күн қоңырқайланып қалған екен."
399172782,angry,"Ал ""Эстрасенстар шайқасы"" сынды телеөнімдер бұл процесті жеделдетуге көмектеседі."
399172782,angry,Тоқаев өз кезегінде Қазақстан Қырымда аннексия болды деп есептемейтінін алға тартты.
399172782,angry,"Қанық бояу, таза дауыс, сан алуан бағдарлама."
399172782,angry,"Кешегі Хан–Кене мен Әлиханның, Абай мен Ахметтің жанталасы осы үшін еді."
399172782,angry,– Ал мәтіннің өзі сізге ешқандай ой салмады ма?– деп сұрады сэр Томас Легг.
399172782,angry,"Кешке келген қонақтарға арнап ән айтылды, би биленді, түрлі кәде–сыйлар таратылды."
399172782,angry,Әйелі ошақта пісіп жатқан нанды оттан суырып бере қояды.
399172782,angry,Ақ даланы жапқан қара бұлт жоғары көтеріліп түсі күлгін тартып реңі жұмсарған.
399172782,angry,"– Тамаша, тамаша!– деп келеді ол корольге."
399172782,angry,"Ал, сол жасағаңына өзің риза болсаң, халық та өз бағасын, атағын береді."
399172782,angry,Қор тек сақтандырылған деген мәртебе береді.
399172782,angry,Жоғарыдағы үйлерде Бостан мен Еңсебайлардай Көкен болысының адамдары бар–ды.
399172782,angry,Анам қайтыс болғанан кейін нағашыларымыз бізге көп қамқорлық жасады.
399172782,angry,Мұның барлығы емле–ереже шыққаннан кейінгі жүзеге асуы керек процесс болатын.
399172782,angry,Әйелдің қоғамдағы беделін мойындайтын кез келді.
399172782,angry,"Бүгін, Қазақстанның Тұңғыш президенті Ресей президентімен кездесу үшін Мәскеу қаласына ұшып кетті."
399172782,angry,"Мұның ру–ру болып, ата намысын қорғағансып, қырылғаны аз болып па."
399172782,angry,Бұл арада Левшинің Аюсырым деп жазып отырғаны дұрыс сияқты.
399172782,angry,Білім және ғылым министрі жоғары оқу орындары бойынша бөлек жазба арнайтынын мәлімдеді.
399172782,angry,"Моррель дәлізге шығып, Батистенді шақырып алып, оған күбірлеп бірнеше сөз айтты."
399172782,angry,"Мәнге де, маңызға да ие мақұлданған заң көп."
399172782,angry,Өзге тілден енген сөздер көп кездеседі.
399172782,angry,Әрбір бесінші канадалық азаматтың туған жері Канададан тыс аймақтар екен.
399172782,angry,«Нұр Отандағы» жұмыс тәжірибе мені сезімталдыққа үйретті.
399172782,angry,"«Жұмыссыздықпен күресті күшейте береміз», – деді аймақтың дамуына жауапты басшылар."
399172782,angry,"Мәдениетке, әдебиетке, қоғамға еңбегі сіңіп жүрген елімізде қаншама жас дарын бар, бұл қадам соларды елеп–ескеру мақсатында жасалды."
399172782,angry,Төртінші және алтыншы сыныпта.
399172782,angry,"Ал жылу орталықтары, кәсіпорындары бар Алматыда әр тұрғынға бар болғаны бес шаршы метр жасыл өскін тиесілі."
399172782,angry,Мен кінәлі емеспін.
399172782,angry,"Өрт сөндірушілер тілсіз жауды ауыздықтап, адам өлімі мен қауіп–қатердің алдын алды."
399172782,angry,"Серікте ұршық буын шығу — ол да артрозға тез алып келудің, ол инвалидностьке тіке алып келетін бір жағдай."
399172782,angry,Спорт кешені қай жерде?
399172782,angry,Атам Қауырсын өтірік айтып көрмеген.
399172782,angry,Ол тұрғын үй кешені қай жерде?
399172782,angry,Бұл туралы Индустрия және инфроқұрылымдық даму министрлігінің өкілдері айтты.
399172782,angry,– Маған ант–су ішіп уәде етті ғой... – Ондай адамдардың ант–су ішкеніне сенуге бола ма!
